flow_id,cell,role,setrate_dispatch,setrate_noop,migration_dispatch,migration_noop,setrate_dispatch_win,migration_dispatch_win,owner_before_cbap,owner_before_dcqcn,owner_after_cbap,owner_after_dcqcn,side_new,side_old,side_none,first_cmd_s,last_cmd_s,applied_min_Gbps,applied_max_Gbps,size_bytes,role_matches_size,total_dispatch,total_noop,migration_enabled_cfg,queue_band_cfg
47,d4_capmigband,incast,198,0,206,0,198,206,373,31,373,31,377,0,27,2.000005001,2.053725,0.101548266,0.201561984,1048576.0,1,404,0,1,1
48,d4_capmigband,incast,198,0,193,0,198,193,373,18,373,18,364,0,27,2.000005001,2.049435,0.101734211,0.201561984,1048576.0,1,391,0,1,1
49,d4_capmigband,incast,198,0,206,0,198,206,373,31,373,31,377,0,27,2.000005001,2.054125,0.10155111,0.201561984,1048576.0,1,404,0,1,1
50,d4_capmigband,incast,198,0,225,0,198,223,373,50,373,50,396,0,27,2.000005001,2.058795,0.101531699,0.334556892,1048576.0,1,423,0,1,1
51,d4_capmigband,incast,198,0,242,0,198,216,373,67,373,67,413,0,27,2.000005001,2.06651,0.101531419,0.201561984,1048576.0,1,440,0,1,1
52,d4_capmigband,incast,198,0,220,0,198,220,373,45,373,45,391,0,27,2.000005001,2.057405,0.101588699,0.476119769,1048576.0,1,418,0,1,1
53,d4_capmigband,incast,198,0,237,0,198,218,373,62,373,62,408,0,27,2.000005001,2.06299,0.101527039,0.201561984,1048576.0,1,435,0,1,1
54,d4_capmigband,incast,198,0,210,0,198,210,373,35,373,35,381,0,27,2.000005001,2.05478,0.101533148,0.216688788,1048576.0,1,408,0,1,1
55,d4_capmigband,incast,198,0,215,0,198,211,373,40,373,40,386,0,27,2.000005001,2.05907,0.101523608,0.201561984,1048576.0,1,413,0,1,1
56,d4_capmigband,incast,198,0,233,0,198,218,373,58,373,58,404,0,27,2.000005001,2.06203,0.101560715,0.201561984,1048576.0,1,431,0,1,1
57,d4_capmigband,incast,198,0,232,0,198,214,373,57,373,57,403,0,27,2.000005001,2.062795,0.101557792,0.201561984,1048576.0,1,430,0,1,1
58,d4_capmigband,incast,198,0,221,0,198,218,373,46,373,46,392,0,27,2.000005001,2.05891,0.101522702,0.201561984,1048576.0,1,419,0,1,1
59,d4_capmigband,incast,198,0,200,0,198,200,373,25,373,25,371,0,27,2.000005001,2.051105,0.101561444,0.368242911,1048576.0,1,398,0,1,1
60,d4_capmigband,incast,198,0,199,0,198,199,373,24,373,24,370,0,27,2.000005001,2.053245,0.10155801,0.201561984,1048576.0,1,397,0,1,1
61,d4_capmigband,incast,198,0,211,0,198,211,373,36,373,36,382,0,27,2.000005001,2.056525,0.101564607,0.201561984,1048576.0,1,409,0,1,1
62,d4_capmigband,incast,198,0,243,0,198,221,373,68,373,68,414,0,27,2.000005001,2.063965,0.101527268,0.211529669,1048576.0,1,441,0,1,1
63,d4_capmigband,incast,198,0,245,0,198,216,373,70,373,70,416,0,27,2.000005001,2.067765,0.101560783,0.201561984,1048576.0,1,443,0,1,1
64,d4_capmigband,incast,198,0,230,0,198,223,373,55,373,55,401,0,27,2.000005001,2.059855,0.101527714,0.327419858,1048576.0,1,428,0,1,1
