scenario,scenario_desc,algorithm,metric,value,unit
s5,"64-way x 4MiB, background 80%",DCQCN,drops,0,count
s5,"64-way x 4MiB, background 80%",DCQCN,retx_events_total,0,count
s5,"64-way x 4MiB, background 80%",DCTCP,ecn_marks,38410.0,count
s5,"64-way x 4MiB, background 80%",DCTCP,pfc_events,0,count
s5,"64-way x 4MiB, background 80%",DCTCP,pfc_pause_total_ns,0,count
s5,"64-way x 4MiB, background 80%",DCTCP,drops,0,count
s5,"64-way x 4MiB, background 80%",DCTCP,retx_events_total,0,count
s5,"64-way x 4MiB, background 80%",TIMELY,ecn_marks,38862.0,count
s5,"64-way x 4MiB, background 80%",TIMELY,pfc_events,0,count
s5,"64-way x 4MiB, background 80%",TIMELY,pfc_pause_total_ns,0,count
s5,"64-way x 4MiB, background 80%",TIMELY,drops,0,count
s5,"64-way x 4MiB, background 80%",TIMELY,retx_events_total,0,count
s5,"64-way x 4MiB, background 80%",HPCC,ecn_marks,274.0,count
s5,"64-way x 4MiB, background 80%",HPCC,pfc_events,0,count
s5,"64-way x 4MiB, background 80%",HPCC,pfc_pause_total_ns,0,count
s5,"64-way x 4MiB, background 80%",HPCC,drops,0,count
s5,"64-way x 4MiB, background 80%",HPCC,retx_events_total,0,count
s5,"64-way x 4MiB, background 80%",CBAP-SBA,ecn_marks,36891.0,count
s5,"64-way x 4MiB, background 80%",CBAP-SBA,pfc_events,0,count
s5,"64-way x 4MiB, background 80%",CBAP-SBA,pfc_pause_total_ns,0,count
s5,"64-way x 4MiB, background 80%",CBAP-SBA,drops,0,count
s5,"64-way x 4MiB, background 80%",CBAP-SBA,retx_events_total,0,count
