run,scenario,algorithm,seed,config_path,result_path,exit_code,duration_s,config_sha,topology_sha,flow_sha,link_sha,path_sha,binary_sha,status,note
pw_dctcp_k800,S3-sweep,dctcp,2,simulation/experiment/scheme1_sba/pw_dctcp_k800.txt,simulation/experiment/scheme1_sba/pw_dctcp_k800_out/,0,1031,b29e8486a91009091f917d9eff4b53fd85772576d5156002679b1caa5f6f5b52,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_dctcp_k1600,S3-sweep,dctcp,2,simulation/experiment/scheme1_sba/pw_dctcp_k1600.txt,simulation/experiment/scheme1_sba/pw_dctcp_k1600_out/,0,1043,0b8eb63801bcc31bd35c3b91b9a8a06d8b594cafcdc43c8147f2f783db61ae84,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_dctcp_ai500,S3-sweep,dctcp,2,simulation/experiment/scheme1_sba/pw_dctcp_ai500.txt,simulation/experiment/scheme1_sba/pw_dctcp_ai500_out/,0,1073,3bfaa60427bf988d1b63b9b6c6f56cb414a8ea46017a9e120d6e34a2077d2589,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_hpcc_u90,S3-sweep,hpcc,2,simulation/experiment/scheme1_sba/pw_hpcc_u90.txt,simulation/experiment/scheme1_sba/pw_hpcc_u90_out/,0,1060,e435c987c251d77f0549932b4fadd82509882d730a9630ecc2331ccaf1116e9c,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_hpcc_u98,S3-sweep,hpcc,2,simulation/experiment/scheme1_sba/pw_hpcc_u98.txt,simulation/experiment/scheme1_sba/pw_hpcc_u98_out/,0,1098,42e649f0f976ec4d1c86216d0a093847cfacb3971b0b339c6135f0c0bd3e6912,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_hpcc_mi1,S3-sweep,hpcc,2,simulation/experiment/scheme1_sba/pw_hpcc_mi1.txt,simulation/experiment/scheme1_sba/pw_hpcc_mi1_out/,0,1044,e9a425a4f9f7ac7a9d6799f31726ddb8ba5ba5fc4c92b4231417abbbfea313cc,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_timely_ai25,S3-sweep,timely,2,simulation/experiment/scheme1_sba/pw_timely_ai25.txt,simulation/experiment/scheme1_sba/pw_timely_ai25_out/,0,1028,c6b4be90c6f703377734f6bcfcf8f219c5d8e396aa1254f4761f8a4c3c9c9a86,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_timely_ai100,S3-sweep,timely,2,simulation/experiment/scheme1_sba/pw_timely_ai100.txt,simulation/experiment/scheme1_sba/pw_timely_ai100_out/,0,1036,3b72607afa09cef5674616a5a2f96b98da56a364c3d1d9274f87a9d3a43652ef,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
pw_timely_ai200,S3-sweep,timely,2,simulation/experiment/scheme1_sba/pw_timely_ai200.txt,simulation/experiment/scheme1_sba/pw_timely_ai200_out/,0,1042,772826db8ec2f14b9099c50ce59aaa96565b5b8ed834ab7b618f6741ef3699b9,6091d5ec28c391c0c8ec79dcaf035d7deb44c2dd57e4c357dffe6bafe8c4fff8,6b922c67e56c04aa32f67078c89bd8a0a0fafceae58f078bfa272cc8223ada0b,70903775ca19226b39b3870a25fe748a2fc591bac3d5da4198c22df887e5b4df,1557487d29e7efb585a37c34ca8056767d5369f510c2bcaf26bed1b1bff649e3,5b5920f859fa86a269b5de4d9a7479226e27b03ecfc63c8356b100edb116c7e1,VALID,baseline parameter sweep point
scr7_b005/b010/b020 + v1_migaudit,historic,various,2,see note,deleted,NA,NA,NA,NA,NA,NA,NA,NA,DELETED_SUPERSEDED,DELETED_SUPERSEDED: raw removed (CLEANUP manifests in CHECKPOINT_PROVENANCE); numbers biased by LEDGER_GHOST; summaries in screen7_report.md; superseded by scr8_*
pa_* pareto round,historic,various,2,see note,deleted,NA,NA,NA,NA,NA,NA,NA,NA,DELETED_SUPERSEDED,DELETED_SUPERSEDED: STATIC_CAP_DIAGNOSTIC label; summaries retained in dir root csvs
mb_/v3_/v4_/gs_/sr_/probe3/f_/g_ telemetry rounds,historic,various,2,see note,deleted,NA,NA,NA,NA,NA,NA,NA,NA,DELETED_SUPERSEDED,DELETED_SUPERSEDED: causal-telemetry investigation rounds; reports retained
reg_d3/reg_b040,historic,various,2,see note,deleted,NA,NA,NA,NA,NA,NA,NA,NA,DELETED_SUPERSEDED,DELETED_SUPERSEDED: byte-identical regression twins of scr8_*; compare log archived (stB_regression_and_stress.log)
"hp_s4/hp_s5, nb_b030/nb_b050",historic,various,2,see note,deleted,NA,NA,NA,NA,NA,NA,NA,NA,DELETED_SUPERSEDED,DELETED_SUPERSEDED: regenerable; numbers retained in s45/nbhp summaries and mx twins
