run_id,flow_id,generation_id,magnitude_class,old_target_bps,new_target_bps,successor_target_bps,override_duration_ns,attributable_bytes_upper
sr_cbap_s3_out,54,465,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,55,466,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,56,467,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,57,468,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,58,469,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,59,470,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,60,471,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,61,472,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,62,473,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,63,474,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,64,475,redundant_dominated,148041082.0,176317174.0,213194568.0,5000,
sr_cbap_s3_out,0,476,redundant_dominated,100571909.0,100400336.0,100280235.0,5000,
sr_cbap_s3_out,2,477,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,3,478,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,7,479,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,8,480,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,12,481,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,16,482,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,18,483,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,20,484,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,22,485,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,24,486,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,27,487,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,28,488,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,36,492,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,40,496,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,42,498,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,43,499,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,44,500,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,47,503,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,48,504,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,49,505,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,50,506,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,51,507,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,52,508,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,53,509,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,55,511,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,56,512,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,57,513,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,58,514,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,59,515,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,60,516,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,61,517,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,62,518,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,63,519,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,64,520,redundant_dominated,176317174.0,213194568.0,266985601.0,5000,
sr_cbap_s3_out,0,521,redundant_dominated,100400336.0,100280235.0,100196164.0,5000,
sr_cbap_s3_out,2,522,redundant_dominated,213194568.0,266985601.0,357380982.0,5000,
sr_cbap_s3_out,3,523,redundant_dominated,213194568.0,266985601.0,357380982.0,5000,
