metric_id,category,algorithm,scenario,window,scope,statistic,value,unit,numerator,denominator,sample_count,source_file,source_columns,formula,evidence_type,availability,notes
B.goodput.wire,completion,CBAP,S3,W1,incast,aggregate,9.47101565986277,Gbps,,,,,,payload goodput * 1048/1000,DERIVED,AVAILABLE,"wire domain, header overhead included"
B.acked_bytes,completion,CBAP,S3,W1,incast,sum,67108864.0,B,,,,flow_summary.csv,acked_bytes,,MEASURED,AVAILABLE,
B.jain.goodput,completion,CBAP,S3,W1,incast,index,0.9999999759101325,ratio,,,64,,,(sum x)^2/(n*sum x^2),DERIVED,AVAILABLE,
B.jain.fct,completion,CBAP,S3,W1,incast,index,0.9999999759101339,ratio,,,64,,,(sum x)^2/(n*sum x^2),DERIVED,AVAILABLE,"FCT-Jain is reported for symmetry; equal-size flows make it a dispersion proxy, not a fairness claim"
F.bg.fullrun.goodput,background,CBAP,S3,W0,flow 0,mean,7.382818457046,Gbps,,,,flow_summary.csv,flow_goodput,,MEASURED,AVAILABLE,"FULL RUN lifetime, not overlap-window"
F.bg.fullrun.acked,background,CBAP,S3,W0,flow 0,sum,1845700000.0,B,,,,flow_summary.csv,acked_bytes,,MEASURED,AVAILABLE,
F.bg.completed,background,CBAP,S3,W0,flow 0,flag,0,bool,,,,flow_summary.csv,,,MEASURED,AVAILABLE,4 GB flow cannot finish inside a 3 s run; 0 is expected
B.incast.count,completion,DCQCN,S3,W1,incast,count,64,flows,,,,flow_summary.csv,total_size_bytes<1e9,,MEASURED,AVAILABLE,
B.incast.completed,completion,DCQCN,S3,W1,incast,count,64,flows,,,,flow_summary.csv,completed,,MEASURED,AVAILABLE,
B.fct.min,completion,DCQCN,S3,W1,incast,min,47.76417,ms,,,64,flow_summary.csv,fct,percentile/mean over completed incast fct,MEASURED,AVAILABLE,
B.fct.mean,completion,DCQCN,S3,W1,incast,mean,54.278453687500004,ms,,,64,flow_summary.csv,fct,percentile/mean over completed incast fct,MEASURED,AVAILABLE,
B.fct.p50,completion,DCQCN,S3,W1,incast,p50,54.301793,ms,,,64,flow_summary.csv,fct,percentile/mean over completed incast fct,MEASURED,AVAILABLE,
B.fct.p90,completion,DCQCN,S3,W1,incast,p90,57.130128,ms,,,64,flow_summary.csv,fct,percentile/mean over completed incast fct,MEASURED,AVAILABLE,
B.fct.p95,completion,DCQCN,S3,W1,incast,p95,57.669607,ms,,,64,flow_summary.csv,fct,percentile/mean over completed incast fct,MEASURED,AVAILABLE,
B.fct.p99,completion,DCQCN,S3,W1,incast,p99,58.192546,ms,,,64,flow_summary.csv,fct,percentile/mean over completed incast fct,MEASURED,AVAILABLE,
B.fct.max,completion,DCQCN,S3,W1,incast,max,58.372997000000005,ms,,,64,flow_summary.csv,fct,percentile/mean over completed incast fct,MEASURED,AVAILABLE,
B.fct.std,completion,DCQCN,S3,W1,incast,std,2.509896559218022,ms,,,64,flow_summary.csv,fct,percentile/mean over completed incast fct,MEASURED,AVAILABLE,
B.fct.cv,completion,DCQCN,S3,W1,incast,cv,0.04624112126827289,ratio,,,,,,std/mean,DERIVED,AVAILABLE,
B.fct.max_minus_mean,completion,DCQCN,S3,W1,incast,spread,4.094543312499997,ms,,,,,,max-mean,DERIVED,AVAILABLE,
B.fct.max_minus_min,completion,DCQCN,S3,W1,incast,spread,10.608827000000002,ms,,,,,,max-min,DERIVED,AVAILABLE,
B.cct,completion,DCQCN,S3,W1,incast,batch_completion_time,58.372997000000005,ms,,,,,,max fct,DERIVED,AVAILABLE,
B.first_finish,completion,DCQCN,S3,W1,incast,time_s,2.04776417,s,,,,flow_summary.csv,finish_time,,MEASURED,AVAILABLE,
B.last_finish,completion,DCQCN,S3,W1,incast,time_s,2.058372997,s,,,,flow_summary.csv,finish_time,,MEASURED,AVAILABLE,
B.completion_skew,completion,DCQCN,S3,W1,incast,skew_ms,10.608826999999987,ms,,,,,,last_finish-first_finish,DERIVED,AVAILABLE,
B.goodput.payload,completion,DCQCN,S3,W1,incast,aggregate,9.197247693141401,Gbps,536870912.0,0.058372997,,,,8*sum(total_size_bytes)/CCT,DERIVED,AVAILABLE,
B.goodput.wire,completion,DCQCN,S3,W1,incast,aggregate,9.638715582412189,Gbps,,,,,,payload goodput * 1048/1000,DERIVED,AVAILABLE,"wire domain, header overhead included"
B.acked_bytes,completion,DCQCN,S3,W1,incast,sum,67108864.0,B,,,,flow_summary.csv,acked_bytes,,MEASURED,AVAILABLE,
B.jain.goodput,completion,DCQCN,S3,W1,incast,index,0.9976999591707827,ratio,,,64,,,(sum x)^2/(n*sum x^2),DERIVED,AVAILABLE,
B.jain.fct,completion,DCQCN,S3,W1,incast,index,0.9978663210243511,ratio,,,64,,,(sum x)^2/(n*sum x^2),DERIVED,AVAILABLE,"FCT-Jain is reported for symmetry; equal-size flows make it a dispersion proxy, not a fairness claim"
F.bg.fullrun.goodput,background,DCQCN,S3,W0,flow 0,mean,7.397988,Gbps,,,,flow_summary.csv,flow_goodput,,MEASURED,AVAILABLE,"FULL RUN lifetime, not overlap-window"
F.bg.fullrun.acked,background,DCQCN,S3,W0,flow 0,sum,1849497000.0,B,,,,flow_summary.csv,acked_bytes,,MEASURED,AVAILABLE,
F.bg.completed,background,DCQCN,S3,W0,flow 0,flag,0,bool,,,,flow_summary.csv,,,MEASURED,AVAILABLE,4 GB flow cannot finish inside a 3 s run; 0 is expected
D.queue.bytes.min,queue,CBAP,S3,W0,link84:1,min,0.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.min,queue,CBAP,S3,W0,link84:1,min,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.mean,queue,CBAP,S3,W0,link84:1,mean,474.20432734775784,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.mean,queue,CBAP,S3,W0,link84:1,mean,0.3793634618782063,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p50,queue,CBAP,S3,W0,link84:1,p50,0.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p50,queue,CBAP,S3,W0,link84:1,p50,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p90,queue,CBAP,S3,W0,link84:1,p90,0.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p90,queue,CBAP,S3,W0,link84:1,p90,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p95,queue,CBAP,S3,W0,link84:1,p95,0.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p95,queue,CBAP,S3,W0,link84:1,p95,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p99,queue,CBAP,S3,W0,link84:1,p99,24104.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p99,queue,CBAP,S3,W0,link84:1,p99,19.283199999999997,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.max,queue,CBAP,S3,W0,link84:1,max,54496.0,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.max,queue,CBAP,S3,W0,link84:1,max,43.5968,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.std,queue,CBAP,S3,W0,link84:1,std,3937.7380841848744,B,,,299999,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.std,queue,CBAP,S3,W0,link84:1,std,3.1501904673478993,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.pct_Qabs.max,queue,CBAP,S3,W0,link84:1,max,5.197148511074554,%,,,,,,100*max_queue/Q_abs,DERIVED,AVAILABLE,
D.queue.rtt_mult.max,queue,CBAP,S3,W0,link84:1,max,2.8682105263157895,xRTT,,,,,,queue_delay_us/base_rtt_us,DERIVED,AVAILABLE,
D.queue.frac_above_Q_low,queue,CBAP,S3,W0,link84:1,fraction,0.0,ratio,0,299999,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_high,queue,CBAP,S3,W0,link84:1,fraction,0.0,ratio,0,299999,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_red,queue,CBAP,S3,W0,link84:1,fraction,0.0,ratio,0,299999,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_abs,queue,CBAP,S3,W0,link84:1,fraction,0.0,ratio,0,299999,,,,,DERIVED,AVAILABLE,
C.served.wire.mean,service,CBAP,S3,W0,link84:1,mean,5.345670490918921,Gbps,,,299999,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.mean,service,CBAP,S3,W0,link84:1,mean,5.100830621105841,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p50,service,CBAP,S3,W0,link84:1,p50,7.545599999950567,Gbps,,,299999,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p50,service,CBAP,S3,W0,link84:1,p50,7.199999999952832,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p95,service,CBAP,S3,W0,link84:1,p95,8.384000000131238,Gbps,,,299999,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p95,service,CBAP,S3,W0,link84:1,p95,8.000000000125226,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p99,service,CBAP,S3,W0,link84:1,p99,10.06079999993409,Gbps,,,299999,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p99,service,CBAP,S3,W0,link84:1,p99,9.59999999993711,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.max,service,CBAP,S3,W0,link84:1,max,10.060800000380878,Gbps,,,299999,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.max,service,CBAP,S3,W0,link84:1,max,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.utilization.mean,service,CBAP,S3,W0,link84:1,mean,0.5345670490897476,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p50,service,CBAP,S3,W0,link84:1,p50,0.7545599999950567,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p95,service,CBAP,S3,W0,link84:1,p95,0.8384000000131238,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.max,service,CBAP,S3,W0,link84:1,max,1.0060800000380878,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.util.frac_below_90,service,CBAP,S3,W0,link84:1,fraction,0.9836999456664856,ratio,295109,299999,,,,,DERIVED,AVAILABLE,
C.util.frac_below_95,service,CBAP,S3,W0,link84:1,fraction,0.9853332844442815,ratio,295599,299999,,,,,DERIVED,AVAILABLE,
C.util.frac_below_99,service,CBAP,S3,W0,link84:1,fraction,0.9853366177887259,ratio,295600,299999,,,,,DERIVED,AVAILABLE,
C.util.frac_above_C,service,CBAP,S3,W0,link84:1,fraction,0.014656715522385075,ratio,4397,299999,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.05C,service,CBAP,S3,W0,link84:1,fraction,0.0,ratio,0,299999,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.10C,service,CBAP,S3,W0,link84:1,fraction,0.0,ratio,0,299999,,,,,DERIVED,AVAILABLE,
C.idle.fraction,service,CBAP,S3,W0,link84:1,fraction,0.33333777779259266,ratio,100001,299999,,selected_link_timeseries.csv,tx_bytes_delta==0,,DERIVED,AVAILABLE,
C.busy.fraction,service,CBAP,S3,W0,link84:1,fraction,0.6666622222074073,ratio,,,,,,,DERIVED,AVAILABLE,
C.served.total_bytes,service,CBAP,S3,W0,link84:1,sum,2004619752.0,B,,,,selected_link_timeseries.csv,tx_bytes_delta,,MEASURED,AVAILABLE,
G.ecn.marks,safety,CBAP,S3,W0,link84:1,sum,0.0,packets,,,,selected_link_timeseries.csv,ecn_marks_delta,,MEASURED,AVAILABLE,
D.queue.bytes.min,queue,CBAP,S3,W1,link84:1,min,0.0,B,,,5941,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.min,queue,CBAP,S3,W1,link84:1,min,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.mean,queue,CBAP,S3,W1,link84:1,mean,23945.60242383437,B,,,5941,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.mean,queue,CBAP,S3,W1,link84:1,mean,19.156481939067493,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p50,queue,CBAP,S3,W1,link84:1,p50,24104.0,B,,,5941,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p50,queue,CBAP,S3,W1,link84:1,p50,19.283199999999997,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p90,queue,CBAP,S3,W1,link84:1,p90,45064.0,B,,,5941,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p90,queue,CBAP,S3,W1,link84:1,p90,36.0512,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p95,queue,CBAP,S3,W1,link84:1,p95,46112.0,B,,,5941,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p95,queue,CBAP,S3,W1,link84:1,p95,36.8896,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p99,queue,CBAP,S3,W1,link84:1,p99,47160.0,B,,,5941,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p99,queue,CBAP,S3,W1,link84:1,p99,37.728,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.max,queue,CBAP,S3,W1,link84:1,max,54496.0,B,,,5941,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.max,queue,CBAP,S3,W1,link84:1,max,43.5968,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.std,queue,CBAP,S3,W1,link84:1,std,14864.35569642379,B,,,5941,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.std,queue,CBAP,S3,W1,link84:1,std,11.891484557139032,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.pct_Qabs.max,queue,CBAP,S3,W1,link84:1,max,5.197148511074554,%,,,,,,100*max_queue/Q_abs,DERIVED,AVAILABLE,
D.queue.rtt_mult.max,queue,CBAP,S3,W1,link84:1,max,2.8682105263157895,xRTT,,,,,,queue_delay_us/base_rtt_us,DERIVED,AVAILABLE,
D.queue.frac_above_Q_low,queue,CBAP,S3,W1,link84:1,fraction,0.0,ratio,0,5941,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_high,queue,CBAP,S3,W1,link84:1,fraction,0.0,ratio,0,5941,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_red,queue,CBAP,S3,W1,link84:1,fraction,0.0,ratio,0,5941,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_abs,queue,CBAP,S3,W1,link84:1,fraction,0.0,ratio,0,5941,,,,,DERIVED,AVAILABLE,
C.served.wire.mean,service,CBAP,S3,W1,link84:1,mean,9.576628850362733,Gbps,,,5941,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.mean,service,CBAP,S3,W1,link84:1,mean,9.138004628208714,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p50,service,CBAP,S3,W1,link84:1,p50,10.06079999993409,Gbps,,,5941,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p50,service,CBAP,S3,W1,link84:1,p50,9.59999999993711,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p95,service,CBAP,S3,W1,link84:1,p95,10.060800000380878,Gbps,,,5941,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p95,service,CBAP,S3,W1,link84:1,p95,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p99,service,CBAP,S3,W1,link84:1,p99,10.060800000380878,Gbps,,,5941,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p99,service,CBAP,S3,W1,link84:1,p99,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.max,service,CBAP,S3,W1,link84:1,max,10.060800000380878,Gbps,,,5941,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.max,service,CBAP,S3,W1,link84:1,max,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.utilization.mean,service,CBAP,S3,W1,link84:1,mean,0.9576628850362333,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p50,service,CBAP,S3,W1,link84:1,p50,1.006079999993409,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p95,service,CBAP,S3,W1,link84:1,p95,1.0060800000380878,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.max,service,CBAP,S3,W1,link84:1,max,1.0060800000380878,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.util.frac_below_90,service,CBAP,S3,W1,link84:1,fraction,0.17690624473994276,ratio,1051,5941,,,,,DERIVED,AVAILABLE,
C.util.frac_below_95,service,CBAP,S3,W1,link84:1,fraction,0.25938394209729004,ratio,1541,5941,,,,,DERIVED,AVAILABLE,
C.util.frac_below_99,service,CBAP,S3,W1,link84:1,fraction,0.25955226392863157,ratio,1542,5941,,,,,DERIVED,AVAILABLE,
C.util.frac_above_C,service,CBAP,S3,W1,link84:1,fraction,0.7401110924086854,ratio,4397,5941,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.05C,service,CBAP,S3,W1,link84:1,fraction,0.0,ratio,0,5941,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.10C,service,CBAP,S3,W1,link84:1,fraction,0.0,ratio,0,5941,,,,,DERIVED,AVAILABLE,
C.idle.fraction,service,CBAP,S3,W1,link84:1,fraction,0.0,ratio,0,5941,,selected_link_timeseries.csv,tx_bytes_delta==0,,DERIVED,AVAILABLE,
C.busy.fraction,service,CBAP,S3,W1,link84:1,fraction,1.0,ratio,,,,,,,DERIVED,AVAILABLE,
C.served.total_bytes,service,CBAP,S3,W1,link84:1,sum,71118440.0,B,,,,selected_link_timeseries.csv,tx_bytes_delta,,MEASURED,AVAILABLE,
G.ecn.marks,safety,CBAP,S3,W1,link84:1,sum,0.0,packets,,,,selected_link_timeseries.csv,ecn_marks_delta,,MEASURED,AVAILABLE,
D.queue.bytes.min,queue,CBAP,S3,W2,link84:1,min,0.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.min,queue,CBAP,S3,W2,link84:1,min,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.mean,queue,CBAP,S3,W2,link84:1,mean,23956.798903734154,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.mean,queue,CBAP,S3,W2,link84:1,mean,19.165439122987323,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p50,queue,CBAP,S3,W2,link84:1,p50,24104.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p50,queue,CBAP,S3,W2,link84:1,p50,19.283199999999997,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p90,queue,CBAP,S3,W2,link84:1,p90,45064.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p90,queue,CBAP,S3,W2,link84:1,p90,36.0512,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p95,queue,CBAP,S3,W2,link84:1,p95,46112.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p95,queue,CBAP,S3,W2,link84:1,p95,36.8896,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p99,queue,CBAP,S3,W2,link84:1,p99,47160.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p99,queue,CBAP,S3,W2,link84:1,p99,37.728,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.max,queue,CBAP,S3,W2,link84:1,max,54496.0,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.max,queue,CBAP,S3,W2,link84:1,max,43.5968,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.std,queue,CBAP,S3,W2,link84:1,std,14868.386638004204,B,,,5838,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.std,queue,CBAP,S3,W2,link84:1,std,11.894709310403362,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.pct_Qabs.max,queue,CBAP,S3,W2,link84:1,max,5.197148511074554,%,,,,,,100*max_queue/Q_abs,DERIVED,AVAILABLE,
D.queue.rtt_mult.max,queue,CBAP,S3,W2,link84:1,max,2.8682105263157895,xRTT,,,,,,queue_delay_us/base_rtt_us,DERIVED,AVAILABLE,
D.queue.frac_above_Q_low,queue,CBAP,S3,W2,link84:1,fraction,0.0,ratio,0,5838,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_high,queue,CBAP,S3,W2,link84:1,fraction,0.0,ratio,0,5838,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_red,queue,CBAP,S3,W2,link84:1,fraction,0.0,ratio,0,5838,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_abs,queue,CBAP,S3,W2,link84:1,fraction,0.0,ratio,0,5838,,,,,DERIVED,AVAILABLE,
C.served.wire.mean,service,CBAP,S3,W2,link84:1,mean,9.576400685166961,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.mean,service,CBAP,S3,W2,link84:1,mean,9.137786913327254,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p50,service,CBAP,S3,W2,link84:1,p50,10.06079999993409,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p50,service,CBAP,S3,W2,link84:1,p50,9.59999999993711,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p95,service,CBAP,S3,W2,link84:1,p95,10.060800000380878,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p95,service,CBAP,S3,W2,link84:1,p95,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p99,service,CBAP,S3,W2,link84:1,p99,10.060800000380878,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p99,service,CBAP,S3,W2,link84:1,p99,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.max,service,CBAP,S3,W2,link84:1,max,10.060800000380878,Gbps,,,5838,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.max,service,CBAP,S3,W2,link84:1,max,9.600000000363433,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.utilization.mean,service,CBAP,S3,W2,link84:1,mean,0.9576400685166563,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p50,service,CBAP,S3,W2,link84:1,p50,1.006079999993409,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p95,service,CBAP,S3,W2,link84:1,p95,1.0060800000380878,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.max,service,CBAP,S3,W2,link84:1,max,1.0060800000380878,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.util.frac_below_90,service,CBAP,S3,W2,link84:1,fraction,0.17694415895854745,ratio,1033,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_below_95,service,CBAP,S3,W2,link84:1,fraction,0.2588215142171977,ratio,1511,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_below_99,service,CBAP,S3,W2,link84:1,fraction,0.2588215142171977,ratio,1511,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_above_C,service,CBAP,S3,W2,link84:1,fraction,0.7411784857828023,ratio,4327,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.05C,service,CBAP,S3,W2,link84:1,fraction,0.0,ratio,0,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.10C,service,CBAP,S3,W2,link84:1,fraction,0.0,ratio,0,5838,,,,,DERIVED,AVAILABLE,
C.idle.fraction,service,CBAP,S3,W2,link84:1,fraction,0.0,ratio,0,5838,,selected_link_timeseries.csv,tx_bytes_delta==0,,DERIVED,AVAILABLE,
C.busy.fraction,service,CBAP,S3,W2,link84:1,fraction,1.0,ratio,,,,,,,DERIVED,AVAILABLE,
C.served.total_bytes,service,CBAP,S3,W2,link84:1,sum,69883784.0,B,,,,selected_link_timeseries.csv,tx_bytes_delta,,MEASURED,AVAILABLE,
C.service_deficit.bytes,service,CBAP,S3,W2,link84:1,deficit,3082462.2500002533,B,72966246.25000025,69883784.0,,,,C*window/8 - served_bytes,DERIVED,AVAILABLE,bytes not served vs an ideal fully-loaded link
C.service_deficit.frac,service,CBAP,S3,W2,link84:1,fraction,0.04224504354299633,ratio,,,,,,,DERIVED,AVAILABLE,
G.ecn.marks,safety,CBAP,S3,W2,link84:1,sum,0.0,packets,,,,selected_link_timeseries.csv,ecn_marks_delta,,MEASURED,AVAILABLE,
D.queue.bytes.min,queue,CBAP,S3,W3,link84:1,min,0.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.min,queue,CBAP,S3,W3,link84:1,min,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.mean,queue,CBAP,S3,W3,link84:1,mean,23310.990291262136,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
