metric_id,category,algorithm,scenario,window,scope,statistic,value,unit,numerator,denominator,sample_count,source_file,source_columns,formula,evidence_type,availability,notes
C.util.frac_above_C,service,DCQCN,S3,W2,link84:1,fraction,0.9033915724563206,ratio,5274,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.05C,service,DCQCN,S3,W2,link84:1,fraction,0.003083247687564234,ratio,18,5838,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.10C,service,DCQCN,S3,W2,link84:1,fraction,0.0,ratio,0,5838,,,,,DERIVED,AVAILABLE,
C.idle.fraction,service,DCQCN,S3,W2,link84:1,fraction,0.0,ratio,0,5838,,selected_link_timeseries.csv,tx_bytes_delta==0,,DERIVED,AVAILABLE,
C.busy.fraction,service,DCQCN,S3,W2,link84:1,fraction,1.0,ratio,,,,,,,DERIVED,AVAILABLE,
C.served.total_bytes,service,DCQCN,S3,W2,link84:1,sum,72085744.0,B,,,,selected_link_timeseries.csv,tx_bytes_delta,,MEASURED,AVAILABLE,
C.service_deficit.bytes,service,DCQCN,S3,W2,link84:1,deficit,880502.2500002533,B,72966246.25000025,72085744.0,,,,C*window/8 - served_bytes,DERIVED,AVAILABLE,bytes not served vs an ideal fully-loaded link
C.service_deficit.frac,service,DCQCN,S3,W2,link84:1,fraction,0.012067254316241467,ratio,,,,,,,DERIVED,AVAILABLE,
G.ecn.marks,safety,DCQCN,S3,W2,link84:1,sum,6677.0,packets,,,,selected_link_timeseries.csv,ecn_marks_delta,,MEASURED,AVAILABLE,
D.queue.bytes.min,queue,DCQCN,S3,W3,link84:1,min,0.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.min,queue,DCQCN,S3,W3,link84:1,min,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.mean,queue,DCQCN,S3,W3,link84:1,mean,0.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.mean,queue,DCQCN,S3,W3,link84:1,mean,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p50,queue,DCQCN,S3,W3,link84:1,p50,0.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p50,queue,DCQCN,S3,W3,link84:1,p50,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p90,queue,DCQCN,S3,W3,link84:1,p90,0.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p90,queue,DCQCN,S3,W3,link84:1,p90,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p95,queue,DCQCN,S3,W3,link84:1,p95,0.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p95,queue,DCQCN,S3,W3,link84:1,p95,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.p99,queue,DCQCN,S3,W3,link84:1,p99,0.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.p99,queue,DCQCN,S3,W3,link84:1,p99,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.max,queue,DCQCN,S3,W3,link84:1,max,0.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.max,queue,DCQCN,S3,W3,link84:1,max,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.bytes.std,queue,DCQCN,S3,W3,link84:1,std,0.0,B,,,103,selected_link_timeseries.csv,queue_bytes,,MEASURED,AVAILABLE,
D.queue.delay.std,queue,DCQCN,S3,W3,link84:1,std,0.0,us,,,,,,8*queue_bytes/C*1e6,DERIVED,AVAILABLE,
D.queue.pct_Qabs.max,queue,DCQCN,S3,W3,link84:1,max,0.0,%,,,,,,100*max_queue/Q_abs,DERIVED,AVAILABLE,
D.queue.rtt_mult.max,queue,DCQCN,S3,W3,link84:1,max,0.0,xRTT,,,,,,queue_delay_us/base_rtt_us,DERIVED,AVAILABLE,
D.queue.frac_above_Q_low,queue,DCQCN,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_high,queue,DCQCN,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_red,queue,DCQCN,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
D.queue.frac_above_Q_abs,queue,DCQCN,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
C.served.wire.mean,service,DCQCN,S3,W3,link84:1,mean,2.0837902912618578,Gbps,,,103,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.mean,service,DCQCN,S3,W3,link84:1,mean,1.9883495145628411,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p50,service,DCQCN,S3,W3,link84:1,p50,1.67680000006348,Gbps,,,103,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p50,service,DCQCN,S3,W3,link84:1,p50,1.6000000000605723,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p95,service,DCQCN,S3,W3,link84:1,p95,2.5152000000952195,Gbps,,,103,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p95,service,DCQCN,S3,W3,link84:1,p95,2.4000000000908583,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.p99,service,DCQCN,S3,W3,link84:1,p99,2.5152000000952195,Gbps,,,103,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.p99,service,DCQCN,S3,W3,link84:1,p99,2.4000000000908583,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.served.wire.max,service,DCQCN,S3,W3,link84:1,max,2.5152000000952195,Gbps,,,103,selected_link_timeseries.csv,"tx_bytes_delta,time",8*tx_bytes_delta/dt,DERIVED,AVAILABLE,
C.served.payload.max,service,DCQCN,S3,W3,link84:1,max,2.4000000000908583,Gbps,,,,,,served_wire*1000/1048,DERIVED,AVAILABLE,
C.utilization.mean,service,DCQCN,S3,W3,link84:1,mean,0.2083790291261857,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p50,service,DCQCN,S3,W3,link84:1,p50,0.167680000006348,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.p95,service,DCQCN,S3,W3,link84:1,p95,0.25152000000952196,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.utilization.max,service,DCQCN,S3,W3,link84:1,max,0.25152000000952196,ratio,,,,,,served_wire/C,DERIVED,AVAILABLE,
C.util.frac_below_90,service,DCQCN,S3,W3,link84:1,fraction,1.0,ratio,103,103,,,,,DERIVED,AVAILABLE,
C.util.frac_below_95,service,DCQCN,S3,W3,link84:1,fraction,1.0,ratio,103,103,,,,,DERIVED,AVAILABLE,
C.util.frac_below_99,service,DCQCN,S3,W3,link84:1,fraction,1.0,ratio,103,103,,,,,DERIVED,AVAILABLE,
C.util.frac_above_C,service,DCQCN,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.05C,service,DCQCN,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
C.util.frac_above_1.10C,service,DCQCN,S3,W3,link84:1,fraction,0.0,ratio,0,103,,,,,DERIVED,AVAILABLE,
C.idle.fraction,service,DCQCN,S3,W3,link84:1,fraction,0.0,ratio,0,103,,selected_link_timeseries.csv,tx_bytes_delta==0,,DERIVED,AVAILABLE,
C.busy.fraction,service,DCQCN,S3,W3,link84:1,fraction,1.0,ratio,,,,,,,DERIVED,AVAILABLE,
C.served.total_bytes,service,DCQCN,S3,W3,link84:1,sum,268288.0,B,,,,selected_link_timeseries.csv,tx_bytes_delta,,MEASURED,AVAILABLE,
G.ecn.marks,safety,DCQCN,S3,W3,link84:1,sum,0.0,packets,,,,selected_link_timeseries.csv,ecn_marks_delta,,MEASURED,AVAILABLE,
C.arrival.wire.mean,service,CBAP,S3,W1,link0,mean,9.961188118811881,Gbps,,,202,port_summary.csv,arrival_rate_bps,,MEASURED,AVAILABLE,
C.service_rate.mean,service,CBAP,S3,W1,link0,mean,9.620847524752476,Gbps,,,202,port_summary.csv,service_rate_bps,,MEASURED,AVAILABLE,
C.arrival.wire.p50,service,CBAP,S3,W1,link0,p50,0.0,Gbps,,,202,port_summary.csv,arrival_rate_bps,,MEASURED,AVAILABLE,
C.service_rate.p50,service,CBAP,S3,W1,link0,p50,10.0608,Gbps,,,202,port_summary.csv,service_rate_bps,,MEASURED,AVAILABLE,
C.arrival.wire.p95,service,CBAP,S3,W1,link0,p95,40.2432,Gbps,,,202,port_summary.csv,arrival_rate_bps,,MEASURED,AVAILABLE,
C.service_rate.p95,service,CBAP,S3,W1,link0,p95,10.0608,Gbps,,,202,port_summary.csv,service_rate_bps,,MEASURED,AVAILABLE,
C.arrival.wire.p99,service,CBAP,S3,W1,link0,p99,41.92,Gbps,,,202,port_summary.csv,arrival_rate_bps,,MEASURED,AVAILABLE,
C.service_rate.p99,service,CBAP,S3,W1,link0,p99,10.0608,Gbps,,,202,port_summary.csv,service_rate_bps,,MEASURED,AVAILABLE,
C.arrival.wire.max,service,CBAP,S3,W1,link0,max,45.2736,Gbps,,,202,port_summary.csv,arrival_rate_bps,,MEASURED,AVAILABLE,
C.service_rate.max,service,CBAP,S3,W1,link0,max,10.0608,Gbps,,,202,port_summary.csv,service_rate_bps,,MEASURED,AVAILABLE,
C.arrival.frac_above_C,service,CBAP,S3,W1,link0,fraction,0.30198019801980197,ratio,61,202,,,,,DERIVED,AVAILABLE,arrival>C is permitted while the queue stays in band
C.arrival.frac_above_1.05C,service,CBAP,S3,W1,link0,fraction,0.27722772277227725,ratio,56,202,,,,,DERIVED,AVAILABLE,arrival>C is permitted while the queue stays in band
C.arrival.frac_above_1.10C,service,CBAP,S3,W1,link0,fraction,0.27722772277227725,ratio,56,202,,,,,DERIVED,AVAILABLE,arrival>C is permitted while the queue stays in band
C.arrival.wire.mean,service,CBAP,S3,W2,link0,mean,9.961188118811881,Gbps,,,202,port_summary.csv,arrival_rate_bps,,MEASURED,AVAILABLE,
C.service_rate.mean,service,CBAP,S3,W2,link0,mean,9.620847524752476,Gbps,,,202,port_summary.csv,service_rate_bps,,MEASURED,AVAILABLE,
C.arrival.wire.p50,service,CBAP,S3,W2,link0,p50,0.0,Gbps,,,202,port_summary.csv,arrival_rate_bps,,MEASURED,AVAILABLE,
C.service_rate.p50,service,CBAP,S3,W2,link0,p50,10.0608,Gbps,,,202,port_summary.csv,service_rate_bps,,MEASURED,AVAILABLE,
C.arrival.wire.p95,service,CBAP,S3,W2,link0,p95,40.2432,Gbps,,,202,port_summary.csv,arrival_rate_bps,,MEASURED,AVAILABLE,
C.service_rate.p95,service,CBAP,S3,W2,link0,p95,10.0608,Gbps,,,202,port_summary.csv,service_rate_bps,,MEASURED,AVAILABLE,
C.arrival.wire.p99,service,CBAP,S3,W2,link0,p99,41.92,Gbps,,,202,port_summary.csv,arrival_rate_bps,,MEASURED,AVAILABLE,
C.service_rate.p99,service,CBAP,S3,W2,link0,p99,10.0608,Gbps,,,202,port_summary.csv,service_rate_bps,,MEASURED,AVAILABLE,
C.arrival.wire.max,service,CBAP,S3,W2,link0,max,45.2736,Gbps,,,202,port_summary.csv,arrival_rate_bps,,MEASURED,AVAILABLE,
C.service_rate.max,service,CBAP,S3,W2,link0,max,10.0608,Gbps,,,202,port_summary.csv,service_rate_bps,,MEASURED,AVAILABLE,
C.arrival.frac_above_C,service,CBAP,S3,W2,link0,fraction,0.30198019801980197,ratio,61,202,,,,,DERIVED,AVAILABLE,arrival>C is permitted while the queue stays in band
C.arrival.frac_above_1.05C,service,CBAP,S3,W2,link0,fraction,0.27722772277227725,ratio,56,202,,,,,DERIVED,AVAILABLE,arrival>C is permitted while the queue stays in band
C.arrival.frac_above_1.10C,service,CBAP,S3,W2,link0,fraction,0.27722772277227725,ratio,56,202,,,,,DERIVED,AVAILABLE,arrival>C is permitted while the queue stays in band
C.arrival.wire.mean,service,DCQCN,S3,W1,link0,mean,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.mean,service,DCQCN,S3,W1,link0,mean,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.p50,service,DCQCN,S3,W1,link0,p50,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.p50,service,DCQCN,S3,W1,link0,p50,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.p95,service,DCQCN,S3,W1,link0,p95,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.p95,service,DCQCN,S3,W1,link0,p95,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.p99,service,DCQCN,S3,W1,link0,p99,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.p99,service,DCQCN,S3,W1,link0,p99,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.max,service,DCQCN,S3,W1,link0,max,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.max,service,DCQCN,S3,W1,link0,max,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.mean,service,DCQCN,S3,W2,link0,mean,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.mean,service,DCQCN,S3,W2,link0,mean,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.p50,service,DCQCN,S3,W2,link0,p50,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.p50,service,DCQCN,S3,W2,link0,p50,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.p95,service,DCQCN,S3,W2,link0,p95,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.p95,service,DCQCN,S3,W2,link0,p95,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.p99,service,DCQCN,S3,W2,link0,p99,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.p99,service,DCQCN,S3,W2,link0,p99,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.max,service,DCQCN,S3,W2,link0,max,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.max,service,DCQCN,S3,W2,link0,max,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.mean,service,DCQCN,S3,W3,link0,mean,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.mean,service,DCQCN,S3,W3,link0,mean,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.p50,service,DCQCN,S3,W3,link0,p50,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.p50,service,DCQCN,S3,W3,link0,p50,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
C.arrival.wire.p95,service,DCQCN,S3,W3,link0,p95,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv is CBAP-only (CBAP telemetry path); DCQCN never writes arrival_rate_bps. Needs a CC-agnostic port sampler.
C.service_rate.p95,service,DCQCN,S3,W3,link0,p95,,Gbps,,,,,,,UNAVAILABLE,MISSING,port_summary.csv absent for DCQCN; served rate for DCQCN is DERIVED from tx_bytes_delta instead (see C.served.wire.*)
